id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type,search_term,search_country,relevance
in-d55d79a75611a57b,indeed,https://ae.indeed.com/viewjob?jk=d55d79a75611a57b,http://ae.indeed.com/job/chief-commercial-officer-cco-d55d79a75611a57b,Chief Commercial Officer (CCO),SLON E-Commerce Solutions,"Dubai, DU, AE",2026-03-10,fulltime,,,,,,False,,,,,"**About the Role**  
Are you a revenue architect capable of scaling a digital powerhouse in the region’s most competitive market? SLON E-Commerce Solutions is seeking a Chief Commercial Officer (CCO) to lead our growth engine from our headquarters in Dubai.

This is a high-impact executive role for a leader who understands the pulse of the digital economy. You will not just be managing a sales team; you will be defining our Go-to-Market strategy, forging strategic alliances, and ensuring that our solutions are the first choice for retailers across the MENA region. We are looking for a strategist who bridges the gap between product innovation and market demand. If you are ready to drive revenue, capture market share, and build a world-class commercial organization, we invite you to join us.

**Key Responsibilities**

* **Commercial Strategy:** Develop and execute a comprehensive commercial strategy that aligns with the company’s long-term growth targets and revenue goals.
* **Revenue Growth:** Oversee all revenue-generating streams, including new business development, key account management, and partnership channels.
* **Sales Leadership:** Build, mentor, and lead high-performing sales and business development teams, fostering a culture of aggressive growth and consultative selling.
* **Market Expansion:** Identify and capitalize on new market opportunities within the GCC and broader MENA region, tailoring value propositions to local needs.
* **Strategic Partnerships:** Cultivate relationships with key ecosystem partners (payment gateways, logistics providers, marketplaces) to expand our service footprint.
* **Pricing & Product Fit:** Collaborate with Product and Tech teams to refine pricing models and ensure our solutions remain competitive and profitable.

**What We Are Looking For**

* **Experience:** 12+ years in Commercial Leadership, Sales, or Business Development, with at least 5 years in a C-level or VP role within the **E-commerce, SaaS, or Fintech** sectors.
* **Regional Network:** Extensive network of contacts within the retail, e-commerce, and technology sectors in the UAE and Saudi Arabia (KSA).
* **Strategic Vision:** Proven ability to scale revenue from startup/growth phase to enterprise maturity.
* **Data-Driven:** Strong analytical skills to forecast sales, analyze churn, and optimize customer lifetime value (CLV).
* **Education:** Master’s degree in Business (MBA) or Marketing is highly preferred.

**Why Work With SLON E-Commerce Solutions?**  
Based in Dubai, the global capital of future commerce, SLON is at the forefront of digital transformation. We offer a dynamic, fast-paced environment where barriers are meant to be broken. You will have the autonomy to shape the commercial future of the company and the resources to execute your vision. We reward performance with one of the most competitive packages in the industry.

Pay: AED70,000.00 - AED90,000.00 per month

Work Location: In person",,https://ae.indeed.com/cmp/Slon-E--commerce-Solutions,,,,,,,,,,,,,VP Digital Transformation,united arab emirates,0
in-d59f7e3997b04302,indeed,https://ae.indeed.com/viewjob?jk=d59f7e3997b04302,https://jobs.sephora.com/MiddleEast/job/DUBAI-CRM-and-Loyalty-Director/1170304855/?feedId=195900&utm_source=Indeed,CRM and Loyalty Director,Sephora,"Dubai, DU, AE",2026-03-09,,,,,,,False,,,,,"At Sephora, beauty is about feeling seen, valued, and empowered, individually and collectively. It is connecting deeply with others, celebrating diversity and inclusivity, unlocking your potential and making a difference every day. Together, we belong to something beautiful. Since its inception in 1969 in Limoges, France, and as part of the LVMH Group since 1997, Sephora has been disrupting the prestige beauty retail industry. Today, Sephora continues to break with convention to drive its mission: champion a world of inspiration and inclusion where everyone can celebrate their beauty. With 56,000 employees in 35 countries, we connect customers and beauty brands within the world’s most passionate beauty community. With a curation of nearly 500 brands, and our own label, Sephora Collection, we offer the most unique and diverse range of products: fragrances, makeup, hair care, skincare... and much more.

**Reporting to: Marketing Director.**

**Location**: Dubai, United Arab Emirates.

**Position Purpose:**

Own overall Customer Loyalty Strategy for Sephora Middle East. Provide expertise and leadership to define and implement customer loyalty strategies that successfully build profitable, long-term customer relationships across all channels. Partner with cross-functional teams, business partners, and channel execution groups to define and design an impactful promise for the loyalty program, and to ensure proper implementation, activation and measurements are in place. Lead the development of experience and communications strategies rooted in business and brand goals, customer data and channel-level best practices. Provide strategic direction into the data and technology needed to support the implementation and execution of the loyalty strategy and specific program management.

**You will excel and enjoy this position if you are ready to actively handle the following missions:**

**Strategy**

* Lead the development and execution of CRM strategy and function, including data gathering and quality, database understanding, targeting, marketing deployment and loyalty program enhancement and management.
* Evolve and optimize email, direct mail, SMS and touchpoint strategy to maximize customer loyalty and drive retention
* Evolve loyalty program to be a powerful loyalty driver that is consistent with the vision of the brand
* Drive strategic decision making through effective communication at a senior management level
* Support cross functional initiatives by serving as a thought leader across the company, providing consultation and best practices for CRM and customer engagement.
* Define key priorities for implementation and technologies needed and build data supported Business cases for strategic solutions
* Lead strategy roadmap and end-to-end execution of lifecycle campaigns to increase conversion and success against KPIs by leveraging channels
* Establish strong relationship with Products, Data science, Design, and other counterparts, collaborate on prioritization for roadmap and resolve dependencies
* Lead, manage and optimize all customer service processes and call center directives to ensure the best in class customer service from our call center teams.

**Customer Insight**

* Set KPIs targets and assess the impact of CRM project short and long term
* Conduct market research in partnership with the central team to better understand new consumer expectations and rework the loyalty promise accordingly
* Prioritize and scope analysis request from cross functional teams (Marketing, retail, e-commerce) to ensure the right level of support is provided in a timely way (store cannibalization, retention of B&M customers online during lockdown…)
* Establish analytics and reporting structure to educate other leaders about customers and CRM tactics
* Drive analysis of customer value and behavior data to produce actionable insights to embed onto life cycle campaigns that drive business strategies and value

**Loyalty Program**

* Define and manage the SBP marketing plan / calendar including all activations and brand priorities in partnership with omnichannel and category teams ensuring smooth coordination with external and internal teams.
* Manage all aspects of marketing, media planning and PR related to the Loyalty program as well as the execution of the related direct marketing campaigns (target, offer…)
* Interpret campaign performance data and turn them into actionable business insights and communication guidelines
* Build story telling for the brands using reports to show the profitability of participating/ contributing to the loyalty program gifts
* Partner with Category Managers teams to lead the negotiation with brand suppliers on gifting and offers that will be used for the program
* Monitor closely on all the plans implementation, schedule and activities for all markets and offers to guarantee the consistency and right the image of SBP in all materials.
* Develop Beauty Pass members experiences that money can’t buy and leverage on personalization to create unique customer journey to pamper our best members and grow their engagement.
* Build the brand love for the loyalty program buy building a strong promise and communicating loudly about the perks.

**Team Structure & Talent Management**

* Recommend appropriate organizational, budgetary and resource changes as needed.
* Develop key structures and workflows that contribute to the success of the CRM team and coordination with local and cross functional teams.

**Do not hesitate to apply if you have:**

* The successful candidate for this role is not only a strategic thinker and problem solver able to break down business needs into technical requirements.
* Preferred experience of 6-8 years in Retail/Consumer Goods/FMCG or/and Fashion Industry with excellent track record of CRM/Loyalty Programs.
* Arabic is preferred, not mandatory.
* She/He has a track record of being a cross-functional collaborator who can lead with influence and drive multiple priorities in a fast-paced environment by working closely with Product, Data Science, Engineering, Marketing, and Retails Teams and flexibility to travel.

**Here, you will find:**

* Community: In which authenticity is embraced, and the strength of our differences fuels our collective spirit.
* Culture of Empowerment: Learning & growth, that offers you the tools, space and opportunity to learn, innovate and lead.
* Work that Brings Fulfilment: From delighting clients every day, to inspiring our industry at large, every action makes a difference.

Join us and belong to something beautiful",,https://ae.indeed.com/cmp/Sephora,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/577f86b8ab51a271ac7dfa04f22d753a,https://www.inside-sephora.com/en/about-sephora,Neuilly-sur-Seine,"10,000+",more than $10B (USD),Sephora is the world’s leading global prestige beauty retail brand,,,,,,,IT Director,united arab emirates,0
in-122d1a7e2bab9f73,indeed,https://ae.indeed.com/viewjob?jk=122d1a7e2bab9f73,https://jobs.gleeds.com/vacancies/23898/associate-director-commercial-manager.html,Associate Director Commercial Manager,Gleeds,"Dubai, DU, AE",2026-03-10,,,,,,,False,,,,,"Careers Site Advertising End Date

05 Apr 2026

Internal Advertising End Date

05 Apr 2026

All Locations

Dubai

Sector

Real Estate & Property

  

**About this opportunity**

+ **Associate Director**
+ **Dubai, United Arab Emirates**
+ **Large Iconic Building Construction**
+ **Post Contract Commercial Management**

This is a great opportunity for an experienced Quantity Surveying professional to join as a senior member of Gleeds Arabia, responsible for contributing to a high profile commission as Associate Director.

In this role, you will be a senior member of the Gleeds leadership team, responsible for representing the company as an ambassador.

Responsibility includes managing client relationships, team leadership, and managing post contract service delivery of a major building superstructure program in Dubai.

**Responsibilities include but are not limited to:**

+ Delivering high quality post contract cost management services ensuring that services meet and exceed our client's requirements.
+ Ensuring that commissions are managed in accordance with Gleeds processes and procedures (governance and controls).
+ Managing and maintaining quality client relationships
+ Leading and managing Teams, including working with Associate Directors in managing resources and workload. Ensuring compliance with administrative requirements (appraisals, training, timesheets etc)
+ Managing employees, focusing on retention and development.
+ Developing and enhancing Gleeds cost management capability.
+ Working harmoniously with other Directors across the region

**Who we’re looking for:**

**Experience, Knowledge and Key Skills**

+ 15+ years cost management experience post MRICS qualification
+ 5+ years experience living and working in the GCC
+ Extensive experience working and leading cost consultancy
+ Detailed knowledge and practical experience of post contract commercial management
+ Excellent knowledge of construction claims
+ Ability to motivate others (including providing support and encouragement)
+ Excellent organisational skills and the ability to quickly adapt to changing environments
+ Specialist knowledge of delivering large scale building projects - museum, airport terminal building, large malls
+ Demonstrable experience of timely interfacing with clients and key stakeholders at the highest level

**Qualifications**

+ FRICS or MRICS (Member of the Royal Institution of Chartered Surveyors), or equivalent
+ Degree in Quantity Surveying or equivalent
+ Fluent English language, written and oral
+ Arabic language desirable

**About us**

A world of opportunity

Gleeds is a place to be part of something bigger. We take pride in our diverse and supportive culture that empowers you to make a difference while creating connections with brilliant people – colleagues and clients alike. Enjoy doing work that shapes our collective future, while steering your own journey in a trusting environment. Benefit from our rich heritage and global opportunities as you construct a career with purpose.

With over 76 offices across the globe, you’ll become part of a truly global team that isn’t restricted by borders. We welcome new perspectives and ideas but above all, we believe that quality relationships sit at the heart of good business. We strive to be the people that seek to understand and bring people together. Wherever we are in the world, we’re committed to the success of our people, clients and communities – giving everyone a safer and more sustainable place to live, work and thrive.

Our values underpin what we stand for and how we work:

+ Professionalism with personality
+ Excellence with humility
+ Innovation with agility

#LI-JS1

#LI-Onsite",,https://ae.indeed.com/cmp/Gleeds,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e336a387dd140f91525f741ef8c9cf18,https://gb.gleeds.com,,,,,,,,,,,Program Director,united arab emirates,0
in-fc69e6c720d176a3,indeed,https://ae.indeed.com/viewjob?jk=fc69e6c720d176a3,http://ae.indeed.com/job/senior-director-enterprise-risk-management-erm-fc69e6c720d176a3,Senior Director of Enterprise Risk Management (ERM),TU Certification Global Pty Ltd,"Dubai, DU, AE",2026-03-10,fulltime,,,,,,False,,,,,"**About the Role**  
Are you the strategic navigator who turns risk into resilience? TU Certification Global Pty Ltd is seeking a Senior Director of Enterprise Risk Management (ERM) to safeguard our operations from our global hub in Dubai.

This is a guardian role for a seasoned executive who understands that in the Certification industry, **reputation is our only currency**. You will not just be ticking boxes; you will be designing the defensive architecture that allows us to expand aggressively into new markets. We are looking for a leader who can look around corners—anticipating geopolitical shifts, regulatory changes, and operational vulnerabilities before they impact the bottom line. If you can walk into a Boardroom and articulate the difference between ""risk appetite"" and ""risk tolerance"" with absolute clarity, we want to talk to you.

**Key Responsibilities**

* **ERM Framework Design:** Own the global Enterprise Risk Management framework (aligned with ISO 31000 / COSO), embedding risk intelligence into strategic decision-making across all business units.
* **Operational Risk:** Oversee risk assessments for critical assets (Laboratories, Certification Bodies), ensuring business continuity plans (BCP) are robust, tested, and ready for deployment.
* **Compliance & Ethics:** Lead the charge on corporate integrity, managing Anti-Bribery & Corruption (ABC), Sanctions screening, and Whistleblower programs across the MEA and APAC regions.
* **Crisis Management:** Serve as the primary architect of the Crisis Management Team, leading the response to high-impact events (cyber incidents, reputational threats, geopolitical instability).
* **Insurance Portfolio:** Optimize the group’s global insurance program, negotiating coverage for complex liabilities (Professional Indemnity, D&O, Cyber) to maximize protection and minimize cost.
* **Board Reporting:** Prepare and present quarterly Risk Committee reports to the Global Board, highlighting emerging threats and the status of mitigation strategies.

**What We Are Looking For**

* **Experience:** 15+ years in Risk Management, Internal Audit, or Compliance, with at least 7 years in a leadership role within a multinational corporation (MNC).
* **Industry Background:** Experience in **Professional Services, TIC (Testing, Inspection, Certification), or Heavy Industry** is highly preferred.
* **Qualifications:** Master’s degree in Business, Finance, or Law. Professional certifications (CRISC, CRMA, IRM Fellow) are mandatory.
* **Strategic Mindset:** You must be able to move beyond ""compliance policing"" to become a ""business enabler,"" helping the C-Suite take calculated risks.
* **Regional Savvy:** Deep understanding of the regulatory landscape in the Middle East, Africa, and Asia-Pacific regions.

**Why Work With TU Certification Global Pty Ltd?**  
From our Dubai hub, you will have a panoramic view of global trade and industry. We offer a role with immense influence—you will have a seat at the table for every major strategic decision. We provide the stability of a global leader with the agility required to navigate complex emerging markets.

Job Types: Full-time, Permanent

Pay: AED65,000.00 - AED85,000.00 per month

Work Location: In person",,https://ae.indeed.com/cmp/Tu-Certification-Global-Pty-Ltd,,,,,,,,,,,,,Program Director,united arab emirates,0
li-4382073995,linkedin,https://www.linkedin.com/jobs/view/4382073995,,Founders Associate (Office of the CEO),numi,"Dubai, United Arab Emirates",,,,,,,,False,,,,,,,https://uk.linkedin.com/company/numiteam,,,,,,,,,,,,,CTO,united arab emirates,0
in-076f68cffa916012,indeed,https://ae.indeed.com/viewjob?jk=076f68cffa916012,https://jobs.dubaicareers.ae/careersection/dubaicareers/jobdetail.ftl?job=26000690&tz=GMT-05%3A00&tzname=America%2FChicago,Head of IT,Mada Media,"Dubai, DU, AE",2026-03-09,fulltime,,,,,,True,,,,,"1. The Role

Mada Media, a leading privately-owned outdoor media entity in Dubai, is seeking a skilled and experienced Head of IT.

The Head of IT will report to the Director of Corporate Support and will be responsible for establishing the IT function within the company, aligning it with the corporate vision and driving operational excellence. This role encompasses developing the IT strategy, overseeing daily IT operations, and improve IT efficiency.

The Head of IT will actively participate in shaping the corporate strategy, providing technical insights to the Board and senior management, and leading all aspects of the company’s technology and systems operations. Moreover, the role includes overseeing supplier selection, managing advertising technology operations, establishing a secure IT infrastructure, and implementing robust IT security and disaster recovery plan.

2. Key Responsibilities

1. Technical & Operations

§ Responsible for leading the company’s operations covering all aspects from technologies and systems perspective, necessary for the business

§ Manage resources efficiently and ensure that the technological and operational resources of the advertisement systems satisfy the company’s short and long-term needs

§ Lead innovative technologies for the company’s advertising systems that yield competitive advantage for the company

§ Lead all activities related to Advertising Operations (including customer relation management such accounts and customer service), and provide the support required to all stakeholders involved to ensure technical operations are running as planned

§ Lead supplier selection, RfP tendering, and procurement of systems. Oversees and measures the fulﬁlment of suppliers’ contractual obligations during development stages.

§ Uses key performance indicators (KPIs) to monitor and challenge supplier performance and identify opportunities for improvement

§ Communicate the company's advertising technology and operational strategy to partners, management, investors, employees etc.

§ Establish a secure, high-performance network infrastructure

§ Develop and maintain disaster recovery (DR) and business continuity plans (BCP)

§ Develop / implement IT security policies and ensure compliance to DESC

§ Carries out risk assessment, uses consistent processes for identifying potential risk events, quantifying, and documenting the probability of occurrence and the impact on the company and coordinates the development of countermeasures and contingency plans

§ Overseeing the infrastructure support service request and incident fulﬁlment. Plans the installation and testing of new versions of system software and end-user peripherals

§ Review the drafts and maintains procedures and documentation for infrastructure, and network support and ensures that all requests for support are dealt with according to set standards and procedures

2. Controls

§ Take overall responsibility for designing, developing and delivering a robust operational and technological control framework and mechanism to ensure the company adheres to international best practices technological policies, processes, systems and standards

§ Plan and develop comprehensive strategic plans, objectives and KPI’s for all activities related to technology function. Reporting of the performance will be conducted quarterly or as frequent as required

§ Lead and ensure continuous improvement of the technology framework to sustain changes in the business environment

§ Verify all technological practices set for the company to ensure all practices adhere to regulatory standards and compliance

§ Oversee the development of the annual IT budgeting and financial planning exercises and liaise with senior management for approvals

§ Takes responsibility for major aspects of infrastructure and network speciﬁcation and design

§ Produces design policies covering connectivity, capacity, interfacing, security, resilience, recovery, access and remote access

§ Oversee the management of TSAs with RTA and DM

§ Maintains a catalogue of the section’s services and ensures that service delivery meets agreed service levels. Diagnoses service delivery problems and initiates actions to maintain or improve levels of service

3. Strategy

§ Actively monitors new technologies, identiﬁes, and benchmarks new and emerging technologies and assesses their relevance and potential value to the company

§ Ensures appropriate briefing and guidance to the Corporate Support Director for all IT related matters

§ Represent the company in external relations related to IT with investors, shareholders, clients, government, local communities, public and others

**Qualifications**

§ A bachelor’s degree in computer science or information technology, programming, or any closely related field from a recognized university

§ Minimum of 12 years relevant sector experience preferred

§ Technology knowledge - technology strategy, innovative technologies, Advertising Systems, internal analysis, Customer Relation Management, and IT systems

§ In-depth knowledge of industry’s standards and regulations

§ Fluent in English",,https://ae.indeed.com/cmp/Mada-Media,,,,,,,,,,,,,IT Director,united arab emirates,0
li-4383884175,linkedin,https://www.linkedin.com/jobs/view/4383884175,,Associate Director Of Pricing - Quik,TALENTMATE,"Dubai, Dubai, United Arab Emirates",,,,,,,,False,,,,,,,https://ae.linkedin.com/company/talentmateglobal,,,,,,,,,,,,,IT Director,united arab emirates,0
in-ff71f0b7d477ad6c,indeed,https://ae.indeed.com/viewjob?jk=ff71f0b7d477ad6c,https://www.amazon.jobs/jobs/3199350/principal-employee-relations-customer-service?cmpid=DA_INAD200785B,"Principal, Employee Relations, Customer Service",Amazon.com,"Dubai, DU, AE",2026-02-18,fulltime,,,,,,False,,,,,"**DESCRIPTION**
---------------

Amazon’s Operations Employee Relations (ER) team is looking for a Principal, Employee Relations with a demonstrated passion for building and sustaining positive, engaged work environments for associates and leaders. This individual will have significant employee and labor relations subject matter expertise and proven success as a leader of people.
  
  
The Employee Relations team is responsible for reducing risk to the business by creating and executing programs to develop the next generation of high-performing, associate-centric frontline leaders.
  
  
The Principal, Employee Relations will play a vital role in advancing our mission. The Employee Relations is a tight-knit team of ER professionals, including former HR, operational and legal leaders. We are passionate about improving our leaders’ skill sets in associate engagement across the organization.  
  
Key job responsibilities  
This role will design the Employee Relations (ER) strategy for APAC and MENA Region of Customer Service. This position covers 5 countries and will need to work with/through the in-country ER field team members on the individual country strategy and support the Regional strategy. Partnership with Ops and PXT Regional leadership is critical in this role.  
  
A day in the life  
We are seeking an Employee Relations Principal to support APAC and MENA region of Customer Service Operations which includes both a brick-and-mortar and virtual workforce. The individual must have a demonstrated ability to collaborate with and influence Operations directors, managers, and human resources; to analyze multiple levels of associate/manager feedback to identify risks and gaps; to create, audit, and sustain positive workplace relations programs; and to design and conduct positive workplace relations training that drives best practices. The Principal will work reactively on crisis-oriented situations, traveling as necessary that typically can only be successfully addressed under severe time constraints. The Principal should be capable of creating and executing a strategy across the region that supports operational goals and objectives. Individual must have an ability to detect, and address the hidden risk that are created with a virtual population and work to adopt strong engagement plans to mitigate. The ability to dive deep into process and data is important, but equally essential is the ability to communicate effectively and authentically with senior Ops/HR leaders, frontline managers and associates.

**BASIC QUALIFICATIONS**
------------------------

* 10+ years of employee relations, labor relations, or labor/employment law experience

**PREFERRED QUALIFICATIONS**
----------------------------

* Experience managing and leading employees
* Experience prioritizing and handling multiple assignments at any given time while maintaining commitment to deadlines
* Experience engaging, verbally and in writing, with internal and external stakeholders to convey complex ideas in a clear, concise manner
* Experience working in a fast paced, quickly changing or international environment
* Experience completing complex tasks quickly with little to no guidance and react with appropriate urgency to situations that require a quick turnaround
* Juris Doctor, advanced degree, or other specialized training in labor/employee relations a significant plus.

  
Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.",Internet And Software,https://ae.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,,,,,,,Program Director,united arab emirates,0
li-4383872851,linkedin,https://www.linkedin.com/jobs/view/4383872851,,Assistant Director - Client Executive Business Development - Growth Markets - UAE,TALENTMATE,"Dubai, Dubai, United Arab Emirates",2026-03-10,,,,,,,False,,,,,,,https://ae.linkedin.com/company/talentmateglobal,,,,,,,,,,,,,Program Director,united arab emirates,0
in-7cb94e8b8c76cf73,indeed,https://ae.indeed.com/viewjob?jk=7cb94e8b8c76cf73,https://jobs.standardchartered.com/job/Senior-Associate-Director%2C-Priority-Banking/49516-en_GB,"Senior Associate Director, Priority Banking",Standard Chartered Bank,"Dubai, DU, AE",2026-03-10,,,,,,,False,,,,,"**Requisition Number:** 49516

**Job Location:** Dubai, ARE

**Global Grade:** Band 6

**Work Type:** Office Working

**Employment Type:** Permanent

**Posting Start Date:** 10/03/2026

**Posting End Date:** 24/03/2026

**:**

**About Us**

Our team consists of 25,000 colleagues, spread across 35 countries. We believe in transformation – embracing agile and new ways of working together, which helps us to truly ‘think client’ and serve millions of our affluent and emerging affluent clients, across the world. Our clients include individuals and small businesses, and we support them with a range of traditional banking services, including investment, credit and wealth planning solutions.

We offer career opportunities for relationship managers, customer service specialists, product and segment management, sales and wealth planning.

  

**If you’re looking to unlock new job growth opportunities, Standard Chartered Bank is the place for you. We are currently seeking an experienced professional to join our team.**

  

**About Wealth and Retail Banking**

Wealth and Retail Banking (WRB) serves more than 11 million clients in many of the world’s fastest-growing markets. Our client continuum spans from Mass Retail to Affluent, including high-net worth clients served by our Private Bank. We leverage digital banking channels with a human touch to provide clients with differentiated products and services such as deposits, payments, financing, wealth management and personalised advice. We also support small business clients with their business banking needs.

**About the Job**

excellent communication, negotiation and customer service.

  

**Responsibilities**

* Creation of strategic plans for revenue generation and business development while driving the Digital Agenda.
* Generate new business to achieve defined targets in terms of the number of customers, volumes and revenue, including product mix, active/ passive ratio, liability targets, transactions.
* Induction of all (NTB) new customers brought in by the Branches & Direct Sales team.
* Creation of sales call plans to acquire large prospective customers through referrals.
* Update & maintain all Sales MIS (Calls, Prospects, Attritions, Business done, etc.)
* Effectively meeting customer expectations and handling/ reduction of customer complaints while providing professional customer service to achieve a high percentage of customer satisfaction and retention.
* Lead through example and build the appropriate culture and values. Set appropriate tone and expectations for your team and work in collaboration with risk and control partners.
* Ensure KYC/AML updates, proper zero error documentation.
* To be able to detect any suspicious transactions, Money laundering, forgeries etc.
* Highest compliance with reference to Anti Bribery, Anti Money Laundering & Combating Financial Crime Risk procedures.
* Obtain Security & Commodity Authority (SCA) license (within 6 months of joining) and timely completion of Continuous Program Development (CPD) requirement post SCA licensing. This is a mandatory requirement for the role.

Our Ideal Candidate

* Experienced Sales and Relationship Manager with background in handling all Banking & Investment Products. Strong communication and negotiation skills with the ability to influence outcomes.
* Networking ability to manage interdepartmental deliverables.
* Strong inter-personal skills and leadership ability, which encourages and promotes enthusiasm and team spirit.
* Good understanding of the business environment in UAE preferably with direct contacts with the local HNI community.
* Adapting to multi-cultural environment.
* In-depth knowledge of capital markets and financial planning
* SCA certified (or completion of certificate within 6 months)

**Qualifications**

* University Graduate.
* Relevant experience in sales and relationship management.
* Experience in handling all Banking & Investment Products.
* Demonstrated ability in sales planning.
* Strong communication and negotiation skills with the ability to influence outcomes.
* Networking ability to manage interdepartmental deliverables.
* Strong inter-personal skills and leadership ability, which encourages and promotes enthusiasm and team spirit.
* Good understanding of the business environment in UAE preferably with direct contacts with the local HNI community.
* Computer literacy at the user level.
* Adapting to multi-cultural environment.
* In-depth knowledge of capital markets and financial planning.

**About Standard Chartered**

We're an international bank, nimble enough to act, big enough for impact. For more than 170 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents and we can't wait to see the talents you can bring us.

Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion.

Together we:

* **Do the right thing** and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we do
* **Never settle,** continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so well
* **Are better together,** we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long term

**What we offer**

**In line with our Fair Pay Charter,** we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.

* **Core bank funding for retirement savings, medical and life insurance,** with flexible and voluntary benefits available in some locations.
* **Time-off** including annual leave, parental/maternity (20 weeks), sabbatical (12 months maximum) and volunteering leave (3 days), along with minimum global standards for annual and public holiday, which is combined to 30 days minimum.
* **Flexible working** options based around home and office locations, with flexible working patterns.
* **Proactive wellbeing support** through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills, global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkits
* **A continuous learning culture** to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learning.
* **Being part of an inclusive and values driven organisation,** one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.",Banks And Financial Services,https://ae.indeed.com/cmp/Standard-Chartered-Bank,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f352beb47acbe281bb3534e44e8ae048,http://www.sc.com/careers,"London London, United Kingdom","10,000+",more than $10B (USD),"If you’re looking for a career with purpose and want to work for a bank making a difference, we’d love to hear from you.",,,,,,,Program Director,united arab emirates,0
li-4383888140,linkedin,https://www.linkedin.com/jobs/view/4383888140,,Head Of Public Policy For Middle East And Africa MEA,TALENTMATE,"Dubai, Dubai, United Arab Emirates",,,,,,,,False,,,,,,,https://ae.linkedin.com/company/talentmateglobal,,,,,,,,,,,,,Program Director,united arab emirates,0
li-4373906709,linkedin,https://www.linkedin.com/jobs/view/4373906709,,Head of Public Policy for Middle East and Africa (MEA),Snap Inc.,"Dubai, Dubai, United Arab Emirates",,,,,,,,False,,,,,,,https://www.linkedin.com/company/snap-inc-co,,,,,,,,,,,,,Program Director,united arab emirates,0
